,FS Lin 1,SS Log 1,FL1 Log 1,FL2 Log 1,FL3 Log 1,FL4 Log 1,FL5 Log 1,FS Lin 2,SS Log 2,FL1 Log 2,FL2 Log 2,FL3 Log 2,FL4 Log 2,FL5 Log 2,FS Lin 3,SS Log 3,FL1 Log 3,FL2 Log 3,FL3 Log 3,FL4 Log 3,FL5 Log 3,FS Lin 4,SS Log 4,FL1 Log 4,FL2 Log 4,FL3 Log 4,FL4 Log 4,FL5 Log 4,FS Lin 5,SS Log 5,FL1 Log 5,FL2 Log 5,FL3 Log 5,FL4 Log 5,FL5 Log 5,FS Lin 6,SS Log 6,FL1 Log 6,FL2 Log 6,FL3 Log 6,FL4 Log 6,FL5 Log 6,FS Lin 7,SS Log 7,FL1 Log 7,FL2 Log 7,FL3 Log 7,FL4 Log 7,FL5 Log 7,FS Lin 8,SS Log 8,FL1 Log 8,FL2 Log 8,FL3 Log 8,FL4 Log 8,FL5 Log 8,label
0,1.6272666008647523e-17,0.5543792811999864,0.205182416535547,0.2022765503758732,0.5892686063670789,0.18183215025003455,0.16197954896563596,1.156056889743814e-17,0.5519787955696791,0.35554996880222145,0.3764914720327371,0.588194205041823,0.17898196484707227,0.17963717817207694,1.3355499997279e-17,0.5529583541082936,0.3215001392817092,0.2550991334297021,0.5870226890332542,0.2419176373274994,0.26507403653856504,-1.2585286739224863e-18,0.5511798535253233,0.4282554485984979,0.4190165793775856,0.585545861053792,0.4449360613629237,0.17878297519125444,1.3572843226811652e-17,0.5553797629594049,0.2514293509298736,0.39037770673315,0.5869741618294472,0.252382938940244,0.2817167267896814,1.4784966757470312e-17,0.5568228688507759,0.2373821094176352,0.21284610772825785,0.5823997375795906,0.19887880846871014,0.3103594652269729,5.4151341939961316e-18,0.556163717308421,0.2900568765879015,0.2410277500134572,0.5859377253901533,0.2797094448218483,0.2758030169929249,-1.0798147947378607e-17,0.5536401895660547,0.2136539229903825,0.21145427474184816,0.2259938272296787,0.16896859070849954,0.16018809300137,0
1,-3.422242830522048e-18,0.5376790918645852,0.2811493282137668,0.2594721478088713,0.4922619797790167,0.19099433833200394,0.1671084483177978,6.427952841671952e-18,0.5373509572129451,0.3318010045598365,0.3593911567500499,0.489105944348849,0.17146175153211582,0.18664825080680444,-1.652673159417375e-17,0.5414207701556465,0.35335131371773376,0.28093706495363524,0.4872080520143177,0.19769926490560533,0.19887605739150727,-1.0241396085424692e-17,0.5332235873277736,0.4193918310670296,0.4324929841889009,0.4870330650482871,0.41689570426401007,0.17080420595846735,8.169207827513941e-18,0.5428629234893603,0.3036844740403842,0.4172820686075487,0.4920377885636652,0.20010706116335886,0.322587285376263,-1.0299391686820588e-17,0.543060984477282,0.2909942223155983,0.2652576418403784,0.4844668747606946,0.18439449320294626,0.2820111966249284,-1.1467776257290765e-17,0.5418775146221287,0.3129435006831567,0.2632303915325592,0.4869805960595384,0.2295693168839713,0.2819858560529357,-5.268898473085546e-18,0.5457838320069033,0.2890022705422017,0.26437284916114995,0.2516391966561251,0.17209050954702407,0.16191847201955345,0
2,3.360650417926408e-17,0.5811851656444876,0.27879779826106066,0.2491685691920677,0.5421585675347734,0.17906049845823352,0.16254218684708585,1.023255874330293e-17,0.5926109416317388,0.4326858984137731,0.4637411770117413,0.5517974269567409,0.1808874850470556,0.19890546304857956,-1.205239201889068e-17,0.5880970884415411,0.39706815556816266,0.2687215252228907,0.5487989500935821,0.20765606579284546,0.19335678303466472,-2.918234189939271e-17,0.5854919380343344,0.538564778066382,0.39129979936076864,0.5529115470197096,0.42144844464676057,0.16793348552801035,-7.661151665391373e-19,0.5877086047465224,0.3594197970940589,0.3236918951970078,0.5569964533134748,0.35439362671455904,0.38928089902947305,5.2827974226500295e-18,0.5916215026206049,0.31544196824141457,0.2566967525411528,0.5548194743358612,0.18253626664201467,0.3538343013153222,1.1740315838242044e-17,0.5888457529449976,0.3144030315767479,0.26173000915274697,0.5511824570357472,0.22067734523217802,0.21001180114080892,4.248127009561478e-18,0.5900404106468533,0.2869960378031391,0.2564832389637838,0.2678405753937016,0.19950593770185288,0.17329168576366297,0
3,-3.7221681679513935e-17,0.5737918434169711,0.24163286936874606,0.24152635257245275,0.4999620940025455,0.1852861869536436,0.1772915468524719,-1.85731793019586e-18,0.5755976685429147,0.4562956672797162,0.4679845445627682,0.5033384845572699,0.1877502207495112,0.19137408521098484,4.932095574031736e-18,0.5725503814156543,0.30829940003771605,0.25654582952949045,0.4954006393278567,0.19709882562698336,0.20341870602400425,-3.9987871582237824e-18,0.5749725067553929,0.5226016480845815,0.42322688182425533,0.4944831403725908,0.4188158594590631,0.16978000676172214,1.3975283932108062e-17,0.5750313881527646,0.2837046169589699,0.3417877131301285,0.4983359398332487,0.30594999525433897,0.3597069898782962,-6.161207271757764e-18,0.5792151140070144,0.2745801560170348,0.24800643643244566,0.4960135051899021,0.18028578901069,0.3605947129369405,-2.0710698949159857e-18,0.5776405828834563,0.27905345930468184,0.24927786970877355,0.5047867738010781,0.22698211259911055,0.2314517686613402,-2.7245746143142773e-17,0.5751198266674569,0.23754046669570425,0.2300175753857812,0.2462627979263814,0.1730823086212663,0.1648380133336137,0
4,2.091353879643311e-17,0.5039881532746138,0.30387593833138044,0.26996593949829506,0.5474774097057975,0.22409766174696924,0.17073383651186633,2.1567578736948395e-17,0.5050331949219051,0.4342270356452261,0.4466613289717051,0.5486925897871711,0.23907704095054685,0.19785581896925375,1.1756344231322934e-17,0.5061073569031702,0.4138236127833487,0.3124886346467138,0.544337828602394,0.2573495479679276,0.22246379211226888,-2.0050571457226635e-17,0.4974388792651124,0.4470344183232468,0.44368397894515976,0.5420201087922992,0.3611803426585414,0.4889239369185334,-2.7134080460000804e-17,0.5042905225656011,0.34777474731342195,0.3687311672330054,0.5469609994033772,0.3446611493430289,0.2985540499217069,-1.3989740857197332e-17,0.5079755693894038,0.4448493030820642,0.2934434376506879,0.5474748262064434,0.3029910880295971,0.4228265508066053,1.9340158532610223e-17,0.5055226103217563,0.3677415051090317,0.2847635764230969,0.5467678148658754,0.2925252653977444,0.17203292862105554,-2.2180084986985888e-17,0.5048602470439214,0.30654727872162063,0.2789177799392939,0.2354616382116632,0.21351140930718288,0.16146570022391615,1
5,-1.5569435013441327e-17,0.5901942753162649,0.31692830602021393,0.27966318181887634,0.5829682475187127,0.19878023437030576,0.17548108539688362,-5.18864862769969e-18,0.5888893468412143,0.4222123678140257,0.4866827868987628,0.5765878177471667,0.1498870093635685,0.22529796080913544,2.5620567776680945e-17,0.59033261259622,0.37368367842949607,0.2886326972057721,0.5876408561010986,0.2172611800344247,0.20000079945733013,-1.8044743183836074e-17,0.5898650677649974,0.5828110286343295,0.4627177874636033,0.5973685275602455,0.5279721518860625,0.17924121699878062,2.6198297136431408e-17,0.5901730697823014,0.35977814176579603,0.4495585390838479,0.5851560195274768,0.23293591793273424,0.4120920217653122,-1.83210748492418e-17,0.5936531711027591,0.3425052517780882,0.2868877596816802,0.5849367177974544,0.19343645356532868,0.3646348411037795,4.458369968040163e-18,0.5920070786899273,0.3431753213528601,0.2856067322872694,0.5770877460786338,0.2337296328411161,0.29045091016837965,9.91080294638134e-18,0.5942472773415346,0.3234340096089307,0.2865847080550735,0.2575889303616176,0.1696089082131683,0.16970827108339634,0
6,-5.633862400121842e-18,0.545142810143955,0.2432627782698584,0.22398531904261035,0.5655235757780659,0.1992289821962603,0.16908961116834673,1.2438807883119215e-18,0.5516125882472018,0.4581981959601406,0.4973551152483986,0.5701386680118045,0.2051338455123972,0.19717223872177447,-4.7907012148120366e-18,0.5475519199151403,0.4232642637469873,0.276552808378231,0.5835758906575402,0.2403932685080987,0.26500656638406084,-1.526083306396172e-17,0.5399804091726407,0.4103026929362838,0.5107806783238067,0.5448419397133032,0.4337363718719174,0.3717707592136438,6.561857631455175e-19,0.5500049039819113,0.28175323555247045,0.3698593084149372,0.5625306935314823,0.290371198987609,0.3507319867867753,3.5563196399764896e-18,0.5519173225844566,0.2974820490191217,0.2814826812223073,0.5708665212643557,0.2541572116381917,0.3362705773146692,5.304640791025373e-18,0.5449531931993675,0.3093901001538309,0.2463422049198209,0.5771472548710717,0.2700861343560065,0.2418737040047659,1.0745586969996103e-17,0.5479428400962281,0.2443608579246215,0.2282605568311559,0.256113258525116,0.1874854413514193,0.16755591837490108,1
7,2.5891387656088502e-17,0.5666864292544903,0.3041847163646688,0.2945357870557698,0.5768233992716135,0.20954060121441864,0.18542564306787526,-2.183969809513097e-17,0.5670702155473895,0.414369196474852,0.44546029874246656,0.5771950458138869,0.2138215310259065,0.2288870425114564,5.346904802713066e-18,0.5706582063099774,0.4002018045957304,0.3082479906059067,0.5743520576158417,0.2175140542585038,0.20380708350453855,1.6186998036052675e-17,0.5687751858326383,0.506692348415085,0.4431744519012665,0.5727299672260752,0.4462176858061074,0.18094972046590746,1.2113620420438864e-16,0.5691779476968419,0.3647162421206547,0.4161776058969172,0.5737707604564066,0.3087959567414811,0.3974832294863963,-2.824061672618511e-17,0.5722549116463866,0.3389466616797401,0.3043337987813615,0.574685882421135,0.20768797376260156,0.3365608197251438,6.648143604580112e-18,0.5696498126172962,0.33370187560195824,0.30503717273209946,0.5767770523978228,0.2459115639798158,0.2494523840444676,-8.792804394013592e-18,0.5692750500598434,0.3078355981556062,0.2755682604991188,0.258255275026232,0.19615534149640915,0.18118849325017766,0
8,-9.68736481241685e-18,0.4457878953009664,0.2299053815464273,0.1989876294064184,0.4357706589684011,0.18041798151106184,0.1581723302125575,-4.1536263216650025e-18,0.4476729605171737,0.2617380938862798,0.2512199330635901,0.43043542358505177,0.18043392000396669,0.16868573655490582,-3.1384823032071374e-18,0.44823508974103005,0.28723254355656225,0.2216340472587513,0.4392667983503882,0.20282414670888946,0.1916613879481894,9.125765267167384e-18,0.44929702156530893,0.24684405723431685,0.2342038667982938,0.4388472915963905,0.17554747810700289,0.15963994696913325,1.684565644991349e-17,0.4482081618680037,0.2287856887672767,0.26740043823651444,0.4399072974222637,0.185404901038896,0.3368134916634481,-8.669101739888302e-18,0.4490027973920146,0.5316855356350464,0.3467262336980316,0.4340273688816472,0.4136483724222374,0.30714836000742324,-1.4648645214804118e-17,0.4486936434576049,0.2715556318409157,0.2058308324823679,0.4386471137648647,0.23641343382795835,0.15490517604881374,-2.0195531364296285e-17,0.4476522653566707,0.2273790074443796,0.20160630370577434,0.2061985511956864,0.1755887298532597,0.1557634357851864,1
9,2.116445443721584e-17,0.5476606530320072,0.2530414612423356,0.2458921966699274,0.5639898002390601,0.1950436647451617,0.15127345038359227,6.839415870641687e-18,0.5507197534387621,0.34479084853374475,0.30141564219661826,0.5613446930046978,0.1899923860735841,0.16510592588923953,4.409755390871171e-19,0.5488096402503573,0.34715881478338023,0.27883258300993163,0.5649654329764761,0.21926498327249624,0.20184650412475136,-2.659551889384617e-17,0.5500823167518873,0.5165817761796457,0.4761269410101084,0.5624956991151283,0.5590981213657749,0.16378922500841794,4.471448519086925e-18,0.5489171188125042,0.296339917395614,0.456319610717841,0.5652303622513644,0.2725156199770503,0.2827130040336656,-2.7371182844838987e-17,0.5498222590494869,0.2783475873145834,0.26188940918741377,0.5618414430339368,0.19448080709491256,0.30383163511734873,-2.530212098104781e-17,0.5491088826745278,0.3031745805002631,0.2577463612687883,0.5625883376164383,0.2644874594137581,0.2714759061321841,-3.415667244947906e-17,0.5617210518726684,0.2738291286386258,0.2491055714928316,0.21858370468053268,0.19584065541982545,0.15411756540655233,0
